id,set,start,endtime,startbidprice,initialbidprice,ref,category,product,description,mrp,base
400,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,383,Home & Kitchen,Portable Lunch Bag ,Shopper52 Portable Insulated Lunch Bag (Peech Color Mix)-LUNCHBAG-PCMX    ,1499,1484
401,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,850,Home Furnishing,Microfibre Bedsheet,Microfiber Feather Touch (120 GSM) Queen Size Bed Sheet + 2 Pillow Covers,1399,1385
402,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,1278,Home & Kitchen,Wall art,5Frames0306 abstract frame,1999,1979
403,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,474,Home & Kitchen,Cubes Set with Travel Bag,Shopper52 6pcs Packing Cubes Portable Storage Organiser Blue  ,1499,1484
404,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,1145,Apparel,Woolen Elegance kurta,Woolkraft Pick Any 1 Woollen Elegance Kurta Grey-Free Size,2999,2969
405,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,835,Home & Kitchen,3 in 1 Chopping Board set,"Shopper52 3 in 1 Cutting Chopping Board, Washing Bowl, Drain Basket ",1499,1484
406,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,307,Apparel,woolen Kurti and Palazzo,Jaasvi Pack of 2 Woolen Kurti with Palazzo Size-L,1499,1484
407,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,718,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchable Two Seater Pink,2998,2968
408,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,685,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchabler Two Seater Grey,2998,2968
409,41,2021-10-20 22:20:00 +0000 +0000,2021-10-20 23:20:00 +0000 +0000,1,1,410,Kitchen,Bottle Set,Pick any 1 Triton 6 Bottle with 1 Diffuser from Steelo Grey,1999,1979
410,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,723,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Beige,2598,2572
411,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,1170,Home & Kitchen,Wall art,5Frames0183 forest frame,1999,1979
412,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,1275,Home & Kitchen,Wall art,5Frames0303 pigeon frame,1999,1979
413,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,1154,Apparel,Fancy Woolen Shrug,Woolkraft Pick Any 1 Fancy Woolen Shrug Beige-Free Size,2999,2969
414,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,364,Home & Kitchen,Portable Laptop desk,Foldable Portable Adjustable Multifunction Laptop Study desk with Cup Slot,2499,2474
415,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,1147,Apparel,Printed T-Shirt set,GARY COOPER - Pack of 5 Message Print T-shirts Size- S,1500,1485
416,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,788,Home Furnishing,Reversible Comforter,"Aurome Reversible Single bed Comforter -Star & Strip (Red, 200 GSM)",2499,2474
417,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,456,Home & Kitchen,2pc set Washing Strainer,2 pcs Foldable Silicone Washing Strainer Drainer with Handle Kitchen Tool,1200,1188
418,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,1312,Apparel,Kurti and lower set,Pick any 1 Pastel Kurta & Bottom set Blue Size-M,1699,1682
419,42,2021-10-20 22:40:00 +0000 +0000,2021-10-20 23:40:00 +0000 +0000,1,1,766,Apparel,Blue Lace Saree,Pick Any One Lace Saree  -Blue,2499,2474
420,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,846,Footwear,White Sports Shoes,Athleisure sports shoe - White  Size- 10,1399,1385
421,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,388,Home & Kitchen,Insulated Lunch Bag,Shopper52 Canvas Protable Thermal Insulated Lunch Bag(Multi-10)    ,1499,1484
422,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,1208,Home & Kitchen,Wall art,5Frames0224 cat frame,1999,1979
423,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,1296,Apparel,Embroidered Silk Saree,Agnisie Pick Any 1 Embroidered Silk Saree  Red,1800,1782
424,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,1294,Apparel,Trendy Kurta with Bottom,Wool Kraft Pick Any 1 Trendy Woolen Kurta With Palazzo Set Grey,1899,1880
425,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,1126,Home Furnishing,Reversible Blanket,"Aurome Reversible Double bed Comforter (Grey and brown , 200 GSM)",2999,2969
426,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,787,Home Furnishing,Reversible Comforter,"Aurome Reversible Single bed Comforter -Star & Stripe (B/W, 200 GSM)",2499,2474
427,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,1316,Apparel,Jacket and Sweatshirt Set,Gary Cooper Pack of 2 Men's Camo Jacket & Sweatshirt Size-XL,1699,1682
428,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,462,Home & Kitchen,Bucket Set  Mop & Refill,"shopper52 Plastic Spin Bucket Set with Wheels,360 Degree Mop and 2 Refill ",1999,1979
429,43,2021-10-20 23:00:00 +0000 +0000,2021-10-21 00:00:00 +0000 +0000,1,1,350,Home & Kitchen,300 psi Tyre Air Pump,300 psi Tyre Air Pump for Car & Bike Air Compressor For Car And Bike Tyre,1999,1979
430,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,329,Electronics & Appliances,Coffee Tea Mug,Camera Lens Shape Cup Coffee Tea Mug Stainless Steel - EF24-105MM    ,1499,1484
431,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,373,Home & Kitchen,Insulated Lunch Bag,Canvas Portable Thermal Insulated Lunch Bag with Handle (Multi-19)    ,1499,1484
432,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,1149,Home & Kitchen,Wall art,5Frames0158 forest frame,1999,1979
433,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,1134,Apparel,Kurta Set,Rangeeli Pretty Party Collection (Pack of 3 Kurtas)?Size- XXL,2397,2373
434,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,340,Electronics & Appliances,School Lunch Bag and Box,Insulated Lunch Bag and Box for Home and Office Use Pink,1499,1484
435,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,701,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Stretchable Two Seater Purple,2998,2968
436,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,621,Home & Kitchen,Portable Shoe Rack With,Portable Shoe Rack With Wardrobe Cover    ,1999,1979
437,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,1177,Home & Kitchen,Wall art,5Frames0190 mountain frame,1999,1979
438,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,772,Home Furnishing,Double bed Comforter,"Aurome Micro fiber Double bed Comforter ( Geometric shape, 120 GSM)",2499,2474
439,44,2021-10-20 23:20:00 +0000 +0000,2021-10-21 00:20:00 +0000 +0000,1,1,1149,Apparel,Women's Trendy Sweatshirt,Gary Cooper Pack Of 3 Womens Trendy Sweatshirt Sweatshirts-XL,2100,2079
440,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,310,Home Furnishing,Bedsheet Set,Aurome premium micro fibre double bedsheet with 2 pillow covers-motif print,1499,1484
441,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,1157,Apparel,Fancy Woolen Shrug,Woolkraft Pick Any 1 Fancy Woolen Shrug Black-Free Size,2999,2969
442,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,818,Home & Kitchen,Floor Cleaning Mop set,Spin Bucket Floor Cleaning Mop with Broom Set and Cleaning Gloves,1999,1979
443,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,1201,Home & Kitchen,Wall art,5Frames0217 waterfall frame,1999,1979
444,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,719,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchable Two Seater Brown,2998,2968
445,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,739,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Check,2598,2572
446,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,1252,Home & Kitchen,Wall art,5Frames0277 flower frame,1999,1979
447,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,1303,Apparel,Versatile Dress Set,Curllie Pack of 3 Versatile Dresses Size-L,1799,1781
448,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,770,Home & Kitchen,3D wall clock Sticker,DIY Wall Clock 3D Sticker Home Office Decor 3D ,1999,1979
449,45,2021-10-20 23:40:00 +0000 +0000,2021-10-21 00:40:00 +0000 +0000,1,1,313,Home Furnishing,Bedsheet Set,Aurome premium micro fibre double bedsheet + 2 covers-blue floral print,1499,1484
450,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,381,Home & Kitchen,Portable Lunch Bag ,Shopper52 Portable Insulated Lunch Bag (Green Color Mix)-LUNCHBAG-GRMX    ,1499,1484
451,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,1173,Home & Kitchen,Wall art,5Frames0186 buddha frame,1999,1979
452,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,1271,Home & Kitchen,Wall art,5Frames0298 peacock frame,1999,1979
453,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,1300,Apparel,Foil Print Kurtas,Set of 2 Foil Print Kurtas by Janasya-M,1799,1781
454,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,726,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Beige,2598,2572
455,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,1266,Home & Kitchen,Wall art,5Frames0291 colorful birds frame,1999,1979
456,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,733,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Multi,2598,2572
457,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,1315,Apparel,Jacket and Sweatshirt Set,Gary Cooper Pack of 2 Men's Camo Jacket & Sweatshirt Size-L,1699,1682
458,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,1206,Home & Kitchen,Wall art,5Frames0222 waterfall frame,1999,1979
459,46,2021-10-21 09:00:00 +0000 +0000,2021-10-21 10:00:00 +0000 +0000,1,1,1140,Apparel,Kurta and Stoll Set,Jaasvi Pack of 2 Woolen Kurtas & 2 Stolls-S,1599,1583
460,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,769,Home & Kitchen,3D wall clock Sticker,DIY Large Wall Clock 3D Sticker Home Office Decor ,1999,1979
461,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,1235,Home & Kitchen,Wall art,5Frames0258 autumn frame,1999,1979
462,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,446,Home & Kitchen,Multifunction Wrench Too,Shopper52  48 in 1 Multifunction wrench tool with Rotating Head,1999,1979
463,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,1269,Home & Kitchen,Wall art,5Frames0295 colorful birds frame,1999,1979
464,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,1119,Home Furnishing,Curtain Set with rings,Aurome Door Curtain Set of 2[9x 4Ft] 3D Printed with Polyester Steel Rings,2999,2969
465,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,841,Apparel,Trend-Setting T-Shirts,Gary Cooper Pack of (3+1) Trend-Setting T-Shirts Size-S,1400,1386
466,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,300,Electronics & Appliances,Toothpaste Dispenser,Automatic Toothpaste Dispenser With Wall Mounted Toothbrush Holder    ,1499,1484
467,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,386,Home & Kitchen,Canvas Protable Lunch Bag,Canvas Protable Thermal Insulated Lunch Bag with Handle,1499,1484
468,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,1186,Home & Kitchen,Wall art,5Frames0201 decorative bridge frame,1999,1979
469,47,2021-10-21 09:20:00 +0000 +0000,2021-10-21 10:20:00 +0000 +0000,1,1,1111,Home Furnishing,Home Décor Set,Frame your home with 2 door curtain + 5 cushion covers + 5 door Mats - Rust,2999,2969
470,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,358,Home & Kitchen,Multi Functional Pouch,"Multi Functional Pouch Cosmetic, Travel Handbag, Mp3, Phone, Book  Brown",1499,1484
471,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,428,Home & Kitchen,Travel Shoe Storage,Shopper52 Multi-Purpose Travel  Footwear Organizer(2 Layer Bag)Navy Blue  ,1499,1484
472,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,686,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchable Two Seater White,2998,2968
473,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,439,Home & Kitchen,Fast Electric Kettle,Shopper52 2Ltr Fast Electric Kettle Boiling Water Energy Saving BXY-1516  ,1999,1979
474,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,1286,Footwear,Casual slip on Shoes,2 Printed comfort slip on shoes SIZE - 7,1998,1978
475,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,1123,Home Furnishing,Comforter Bedsheet Set,Aurome microfibre comforter + double bedsheet & 2 pillow covers-Geometric,2999,2969
476,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,298,Kitchen,Slush and Gola Maker,Crystal Gola & Slush   maker,1499,1484
477,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,1163,Kitchen,Pressure Cooker Combo,Rosiya 1.5+2+3+5 Lit. Pressure Cooker Set with 2 Common Lids,2999,2969
478,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,844,Footwear,Grey Sports Shoes,Athleisure sports shoe - Grey  Size- 10,1399,1385
479,48,2021-10-21 09:40:00 +0000 +0000,2021-10-21 10:40:00 +0000 +0000,1,1,731,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Black,2598,2572
480,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,723,Footwear,Women slip on Sandal,Pack of 3 Women's fashion slip on sandals SIZE - 3,2997,2967
481,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,1292,Apparel,Woolen Kurta with Bottom,Wool Kraft Pick Any 1 Woolen Kurta With Bottom Set  Blue,1899,1880
482,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,301,Apparel,Kurti and Palazzo Set,Curllie Swarnashree Collection Kurta & Palazzo Set Navy Blue Size-S,1499,1484
483,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,756,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Peach,2598,2572
484,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,1237,Home & Kitchen,Wall art,5Frames0260 sunset frame,1999,1979
485,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,463,Home & Kitchen," Slicer, Food Processor","Shopper52 USB Electric Cutter Chopper  Slicer, Food Processor (250 ml) ",1499,1484
486,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,783,Home Furnishing,Reversible Comforter,"Aurome Reversible Single bed Comforter -Star & Stripe (Choklate, 200 GSM)",2499,2474
487,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,700,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester  Stretchable Two Seater Check,2998,2968
488,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,776,Home Furnishing,Reversible Comforter,"Aurome Reversible Single bed Comforter -Star & Stripe (Grey, 200 GSM)",2499,2474
489,49,2021-10-21 10:00:00 +0000 +0000,2021-10-21 11:00:00 +0000 +0000,1,1,1254,Home & Kitchen,Wall art,5Frames0279 flower frame,1999,1979
490,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,363,Home & Kitchen,Multi Functional Pouch,"Multi Functional Pouch Cosmetic, Travel Handbag, Mp3, Phone, Book  Brown",1499,1484
491,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,715,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchable Two Seater Blue,2998,2968
492,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,1251,Home & Kitchen,Wall art,5Frames0276 flowers frame,1999,1979
493,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,411,Home Furnishing,Anti Skid Bedside Runner,Aurome Anti-Skid Bedside Cotton Runner-Geometric Print (2x5 feet),1999,1979
494,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,1132,Jewellery,Pearl Necklace,Pearl Necklace Set by  Jpearls,2400,2376
495,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,1112,Home Furnishing,Home Décor Set,Frame your home with 2 door curtain + 5 cushion covers + 5 door Mats - Red,2999,2969
496,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,1270,Home & Kitchen,Wall art,5Frames0296 colorful waterfall frame,1999,1979
497,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,842,Footwear,Blue Sports Shoes,Athleisure sports shoe - Blue   Size- 7,1399,1385
498,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,747,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Black,2598,2572
499,50,2021-10-21 10:20:00 +0000 +0000,2021-10-21 11:20:00 +0000 +0000,1,1,470,Home & Kitchen,Cubes Set with Travel Bag,Shopper52 6-Piece Packing Cubes Set with Laundry Travel Pouch (Black)    ,1499,1484
500,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,1181,Home & Kitchen,Wall art,5Frames0196 sun shine frame,1999,1979
501,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,727,Footwear,Women's ethnic wear pack,Pack of 3 Women's ethnic collection SIZE -4,2997,2967
502,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,751,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Blue,2598,2572
503,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,1176,Home & Kitchen,Wall art,5Frames0189 droplet frame,1999,1979
504,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,743,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Blue,2598,2572
505,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,1183,Home & Kitchen,Wall art,5Frames0198 bridge frame,1999,1979
506,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,429,Home & Kitchen,"Knife Set, Chopping Board",Stainless Steel Kitchen Knife Set with Vegetable Cutting Chopping Board ,1999,1979
507,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,775,Home Furnishing,Reversible Comforter,"Aurome Reversible Single bed Comforter (Dark & Light Purple, 200 GSM)",2499,2474
508,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,753,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Brown,2598,2572
509,51,2021-10-21 10:40:00 +0000 +0000,2021-10-21 11:40:00 +0000 +0000,1,1,1308,Apparel,Kurti and Palazzo Set,Pick any Floral Embroidered Kurta Blue & Off White Palazzo set Size-L,1799,1781
510,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,1228,Home & Kitchen,Wall art,5Frames0244 leaves frame,1999,1979
511,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,1129,Home Furnishing,Reversible Comforter,"Aurome Reversible Double bed Comforter -Star (Blue and Sky Blue , 200 GSM)",2999,2969
512,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,1188,Home & Kitchen,Wall art,5Frames0204 aeroplane frame,1999,1979
513,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,1196,Home & Kitchen,Wall art,5Frames0212 ship frame,1999,1979
514,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,693,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchable Two Seater Purple,2998,2968
515,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,622,Home & Kitchen,shoe Rack Stand Organiser,Standard Double Dustproof with Cover Shoe Rack Stand Organiser Cabinet    ,2999,2969
516,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,714,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric  Two Seater Two Seater Brown,2998,2968
517,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,1155,Apparel,Fancy Woolen Shrug,Woolkraft Pick Any 1 Fancy Woolen Shrug Red-Free Size,2999,2969
518,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,737,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Blue,2598,2572
519,52,2021-10-21 11:00:00 +0000 +0000,2021-10-21 12:00:00 +0000 +0000,1,1,317,Electronics & Appliances,Anti Vibration Pads,"Anti Vibration Pads for Fridge, Washing Machine, Cooler with Suction Cup",1499,1484
520,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,345,Home & Kitchen,Electric Egg Boiler,Portable Electric 7 Egg Boiler Egg Poacher Egg Cooker - EGGCOOKER    ,1999,1979
521,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,435,Home & Kitchen,Power Drill Adapter Tool,Gator Grip ETC-200MO Universal Socket Wrench Power Drill Adapter Tool    ,1999,1979
522,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,1157,Home & Kitchen,Wall art,5Frames0166 orchid flower frame,1999,1979
523,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,1142,Home & Kitchen,Wall art,5Frames0151 city frame,1999,1979
524,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,729,Home & Kitchen,Cortina Spandex 1 seater,Cortina Spandex & Polyester Fabric Super Stretchable One Seater Maroon,2598,2572
525,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,1156,Home & Kitchen,Wall art,5Frames0165 sunflower frame,1999,1979
526,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,845,Footwear,White Sports Shoes,Athleisure sports shoe  - White  Size- 9,1399,1385
527,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,387,Home & Kitchen,Canvas Protable Lunch Bag,Canvas Protable Thermal Insulated Lunch Bag with Handle,1499,1484
528,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,1117,Home Furnishing,Polar Fleece Blanket,Pack of 5 Double Polar Fleece Blanket,2999,2969
529,53,2021-10-21 11:20:00 +0000 +0000,2021-10-21 12:20:00 +0000 +0000,1,1,682,Home & Kitchen,Cortina Spandex 2 seater,Cortina Spandex & Polyester Fabric Super Stretchable Two Seater Blue,2998,2968
530,54,2021-10-21 11:40:00 +0000 +0000,2021-10-21 12:40:00 +0000 +0000,1,1,1113,Home Furnishing,Floral Blanket ,Warm n Cozy Pick any 1 Reversible Heavy Printed Blanket : Floral,2999,2969
531,54,2021-10-21 11:40:00 +0000 +0000,2021-10-21 12:40:00 +0000 +0000,1,1,765,Apparel,Black Lace Saree,Pick Any One Lace Saree - Black,2499,2474
